symbol,buy_date,earnings_date,sell_date,buy_price,sell_price,earnings_day_return,total_return,earnings_move,earnings_abs_move,earnings_volume_ratio,result,profitable
SOFI,2023-07-28,2023-07-31,2023-08-01,9.550000190734863,10.350000381469728,19.89528356631447,8.376965180702324,19.89528356631447,19.89528356631447,4.428120179086238,WIN,True
SOFI,2024-01-26,2024-01-29,2024-01-30,7.619999885559082,8.399999618530273,20.20997355618775,10.236217121858427,20.209973556187744,20.209973556187744,4.9353812280492075,BIG_WIN,True
SOFI,2024-03-04,2024-03-05,2024-03-06,8.579999923706055,7.400000095367432,-15.268064736924824,-13.752911874490234,-15.268064736924824,15.268064736924824,3.809093783277723,BIG_LOSS,False
SOFI,2024-04-26,2024-04-29,2024-04-30,7.869999885559082,6.78000020980835,-10.482843980454886,-13.850059613734025,-10.482843980454891,10.482843980454891,3.158241043995003,BIG_LOSS,False
UPST,2023-02-14,2023-02-15,2023-02-16,16.850000381469727,18.93000030517578,28.130561803018324,12.34421291760605,28.130561803018317,28.130561803018317,3.1910822962412055,BIG_WIN,True
UPST,2023-05-09,2023-05-10,2023-05-11,14.09000015258789,16.770000457763672,34.63448621659735,19.02058393295013,34.63448621659735,34.63448621659735,5.520888379877776,BIG_WIN,True
UPST,2023-11-07,2023-11-08,2023-11-09,29.40999984741211,21.1200008392334,-27.303640694687374,-28.18768803532713,-27.30364069468738,27.30364069468738,3.9360023882010515,BIG_LOSS,False
UPST,2024-07-12,2024-07-15,2024-07-16,27.11000061035156,31.959999084472656,10.512720066235879,17.890071430943443,10.51272006623587,10.51272006623587,3.5210111492772453,BIG_WIN,True
UPST,2024-08-06,2024-08-07,2024-08-08,23.8700008392334,34.209999084472656,39.50564753365128,43.31796347591303,39.50564753365129,39.50564753365129,5.293146869536971,BIG_WIN,True
UPST,2024-11-07,2024-11-08,2024-11-11,55.470001220703125,77.4800033569336,46.024875099098224,39.67910880091283,46.024875099098224,46.024875099098224,4.6159817169629225,BIG_WIN,True
RBLX,2023-02-14,2023-02-15,2023-02-16,35.66999816894531,43.58000183105469,26.38072370382633,22.175509022021508,26.380723703826337,26.380723703826337,3.8906455436010443,BIG_WIN,True
RBLX,2023-04-14,2023-04-17,2023-04-18,45.70000076293945,40.810001373291016,-12.013132575085052,-10.700217304184372,-12.01313257508505,12.01313257508505,3.367094775677839,BIG_LOSS,False
RBLX,2023-08-08,2023-08-09,2023-08-10,37.7400016784668,30.61000061035156,-21.93959254304548,-18.89242382356168,-21.93959254304548,21.93959254304548,5.42158827801597,BIG_LOSS,False
RBLX,2023-11-07,2023-11-08,2023-11-09,35.06999969482422,38.04999923706055,11.83348035925812,8.49728990067864,11.833480359258107,11.833480359258107,5.2963126860262415,WIN,True
RBLX,2024-02-06,2024-02-07,2024-02-08,40.59999847412109,44.869998931884766,10.197052610690607,10.517242902078992,10.197052610690616,10.197052610690616,5.11808031334897,BIG_WIN,True
RBLX,2024-05-08,2024-05-09,2024-05-10,39.02999877929688,31.450000762939453,-22.059951248499743,-19.420953762310063,-22.059951248499743,22.059951248499743,7.43441759229787,BIG_LOSS,False
RBLX,2024-10-30,2024-10-31,2024-11-01,43.13999938964844,51.43999862670898,19.888738879105045,19.23968325102051,19.88873887910505,19.88873887910505,4.135386177235723,BIG_WIN,True
