symbol,earnings_date,sell_date,hold_days,gap_pct,volume_ratio,buy_price,sell_price,earnings_day_return,total_return,profitable
META,2024-02-02,2024-02-09,5,16.419266146385635,4.081539628699948,456.41184183691,464.8627624511719,3.348560471383683,1.8515997701220106,True
META,2024-02-02,2024-02-13,7,16.419266146385635,4.081539628699948,456.41184183691,456.92822265625,3.348560471383683,0.11313922471023541,True
NFLX,2023-10-19,2023-10-20,1,16.912676940348067,4.189424219791666,40.4739990234375,40.09600067138672,-0.7338066219692965,-0.9339288461016458,False
NFLX,2023-10-19,2023-10-23,2,16.912676940348067,4.189424219791666,40.4739990234375,40.68399810791016,-0.7338066219692965,0.5188493589453763,True
NFLX,2023-10-19,2023-10-24,3,16.912676940348067,4.189424219791666,40.4739990234375,41.37300109863281,-0.7338066219692965,2.2211842093357825,True
NFLX,2023-10-19,2023-10-26,5,16.912676940348067,4.189424219791666,40.4739990234375,40.354000091552734,-0.7338066219692965,-0.29648400153213716,False
NFLX,2023-10-19,2023-10-30,7,16.912676940348067,4.189424219791666,40.4739990234375,41.007999420166016,-0.7338066219692965,1.3193665306442515,True
NFLX,2024-01-24,2024-01-25,1,9.25658707412986,4.604965274783473,53.775001525878906,56.20000076293945,1.3240315493012098,4.5095289042317,True
NFLX,2024-01-24,2024-01-26,2,9.25658707412986,4.604965274783473,53.775001525878906,57.04199981689453,1.3240315493012098,6.075310457115284,True
NFLX,2024-01-24,2024-01-29,3,9.25658707412986,4.604965274783473,53.775001525878906,57.57899856567383,1.3240315493012098,7.073913401869956,True
NFLX,2024-01-24,2024-01-31,5,9.25658707412986,4.604965274783473,53.775001525878906,56.4109992980957,1.3240315493012098,4.901901808311876,True
NFLX,2024-01-24,2024-02-02,7,9.25658707412986,4.604965274783473,53.775001525878906,56.4640007019043,1.3240315493012098,5.000463225893774,True
MRNA,2023-12-14,2023-12-15,1,12.557255646552859,5.103189922777758,88.47000122070312,86.01000213623047,-2.938847562163999,-2.7806025212272574,False
MRNA,2023-12-14,2023-12-18,2,12.557255646552859,5.103189922777758,88.47000122070312,85.41999816894531,-2.938847562163999,-3.4474997283531996,False
MRNA,2023-12-14,2023-12-19,3,12.557255646552859,5.103189922777758,88.47000122070312,89.08999633789062,-2.938847562163999,0.7007970030890122,True
MRNA,2023-12-14,2023-12-21,5,12.557255646552859,5.103189922777758,88.47000122070312,91.16000366210938,-2.938847562163999,3.04058144488502,True
MRNA,2023-12-14,2023-12-26,7,12.557255646552859,5.103189922777758,88.47000122070312,97.33000183105467,-2.938847562163999,10.01469479835182,True
MRNA,2024-11-07,2024-11-08,1,9.245313595570373,3.268484236105752,56.59999847412109,46.83000183105469,-11.166077500362238,-17.26147863331389,False
MRNA,2024-11-07,2024-11-11,2,9.245313595570373,3.268484236105752,56.59999847412109,42.75,-11.166077500362238,-24.469962628097324,False
MRNA,2024-11-07,2024-11-12,3,9.245313595570373,3.268484236105752,56.59999847412109,43.470001220703125,-11.166077500362238,-23.197875631430133,False
MRNA,2024-11-07,2024-11-14,5,9.245313595570373,3.268484236105752,56.59999847412109,39.77000045776367,-11.166077500362238,-29.734979629111656,False
MRNA,2024-11-07,2024-11-18,7,9.245313595570373,3.268484236105752,56.59999847412109,39.5099983215332,-11.166077500362238,-30.194347373351704,False
NVAX,2023-05-09,2023-05-10,1,20.402691230586807,6.560422144222925,8.970000267028809,8.989999771118164,6.13155155364386,0.22295990517266767,True
NVAX,2023-05-09,2023-05-11,2,20.402691230586807,6.560422144222925,8.970000267028809,8.890000343322754,6.13155155364386,-0.8918608843314292,False
NVAX,2023-05-09,2023-05-12,3,20.402691230586807,6.560422144222925,8.970000267028809,8.449999809265137,6.13155155364386,-5.797106379974669,False
NVAX,2023-05-09,2023-05-16,5,20.402691230586807,6.560422144222925,8.970000267028809,7.639999866485596,6.13155155364386,-14.827205807695673,False
NVAX,2023-05-09,2023-05-18,7,20.402691230586807,6.560422144222925,8.970000267028809,7.420000076293945,6.13155155364386,-17.279823239607104,False
NVAX,2024-02-22,2024-02-23,1,12.060301928974027,5.1658308734998855,4.460000038146973,5.289999961853027,9.41704198882576,18.609863601052805,True
NVAX,2024-02-22,2024-02-26,2,12.060301928974027,5.1658308734998855,4.460000038146973,5.5,9.41704198882576,23.318384595465684,True
NVAX,2024-02-22,2024-02-27,3,12.060301928974027,5.1658308734998855,4.460000038146973,6.019999980926514,9.41704198882576,34.977576893198524,True
NVAX,2024-02-22,2024-02-29,5,12.060301928974027,5.1658308734998855,4.460000038146973,4.940000057220459,9.41704198882576,10.76233217417001,True
NVAX,2024-02-22,2024-03-04,7,12.060301928974027,5.1658308734998855,4.460000038146973,5.489999771118164,9.41704198882576,23.094164218866972,True
NVAX,2024-05-10,2024-05-13,1,124.16109458774866,13.9793122998428,10.020000457763672,13.109999656677246,-11.377248415587264,30.83831394957062,True
NVAX,2024-05-10,2024-05-14,2,124.16109458774866,13.9793122998428,10.020000457763672,13.479999542236328,-11.377248415587264,34.530927409207735,True
NVAX,2024-05-10,2024-05-15,3,124.16109458774866,13.9793122998428,10.020000457763672,12.899999618530272,-11.377248415587264,28.74250528137577,True
NVAX,2024-05-10,2024-05-17,5,124.16109458774866,13.9793122998428,10.020000457763672,13.010000228881836,-11.377248415587264,29.840315713772846,True
NVAX,2024-05-10,2024-05-21,7,124.16109458774866,13.9793122998428,10.020000457763672,14.90999984741211,-11.377248415587264,48.80238688871097,True
NVAX,2024-05-13,2024-05-14,1,9.12161548990453,6.811495092172735,9.6899995803833,13.479999542236328,35.29411996278603,39.11248840016058,True
NVAX,2024-05-13,2024-05-15,2,9.12161548990453,6.811495092172735,9.6899995803833,12.899999618530272,35.29411996278603,33.1269368127258,True
NVAX,2024-05-13,2024-05-16,3,9.12161548990453,6.811495092172735,9.6899995803833,14.399999618530272,35.29411996278603,48.6068136440586,True
NVAX,2024-05-13,2024-05-20,5,9.12161548990453,6.811495092172735,9.6899995803833,14.789999961853027,35.29411996278603,52.63158516326777,True
