2026-02-27 17:15:18.875 | INFO     | __main__:_load_config_from_yaml:990 - ✅ Loaded ALL parameters from RapidRotationConfig (v6.32)
2026-02-27 17:15:18.875 | INFO     | __main__:_load_config_from_yaml:991 -    SL range: 3.0%-4.0%
2026-02-27 17:15:18.875 | INFO     | __main__:_load_config_from_yaml:992 -    Max positions: 2
2026-02-27 17:15:18.875 | INFO     | __main__:_load_config_from_yaml:993 -    Regime filter: ENABLED
2026-02-27 17:15:18.875 | INFO     | __main__:_load_config_from_yaml:996 -    Beta filter: LOG-ONLY (beta>=0.5, atr>=3.0%)
2026-02-27 17:15:18.875 | INFO     | engine.rate_limiter:__init__:78 - AlpacaAPI initialized: 150 req/60s (150 req/min)
2026-02-27 17:15:18.876 | INFO     | engine.brokers.alpaca_broker:__init__:222 - ✅ Rate limiter enabled (150 req/min)
2026-02-27 17:15:18.876 | INFO     | engine.brokers.alpaca_broker:__init__:227 - AlpacaBroker initialized (paper)
2026-02-27 17:15:18.965 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.077 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.171 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.173 | INFO     | api.data_manager:__init__:80 - DataManager initialized with primary: yahoo, backup: tiingo, price_backup: tiingo, broker: Yes
2026-02-27 17:15:19.173 | INFO     | __main__:__init__:469 - DataManager initialized with broker integration
2026-02-27 17:15:19.173 | INFO     | trading_safety:_load_from_rapid_config:145 - Safety config loaded from RapidRotationConfig
2026-02-27 17:15:19.173 | DEBUG    | trading_safety:_load_from_rapid_config:146 -   DAILY_LOSS_LIMIT: 5.0%
2026-02-27 17:15:19.173 | DEBUG    | trading_safety:_load_from_rapid_config:147 -   MAX_POSITIONS: 2
2026-02-27 17:15:19.173 | DEBUG    | trading_safety:_load_from_rapid_config:148 -   MAX_HOLD_DAYS: 7
2026-02-27 17:15:19.173 | INFO     | trading_safety:__init__:129 - Trading Safety System initialized
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:_load_entry_dates:358 - PDT Guard: Loaded 7 entry dates from database
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:266 - PDT Smart Guard v2.4 initialized (DB-enabled, No Override Mode)
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:267 -   Storage: Database
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:268 -   SL Threshold: -3.5%
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:269 -   TP Threshold: 8.0%
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:270 -   Reserve: 1 day trades
2026-02-27 17:15:19.174 | INFO     | pdt_smart_guard:__init__:271 -   Budget = 0 → HOLD (ไม่ override PDT เด็ดขาด)
2026-02-27 17:15:19.174 | INFO     | __main__:__init__:483 - PDT Smart Guard v2.3 initialized (No Override - uses RapidRotationConfig)
2026-02-27 17:15:19.181 | INFO     | trade_logger:__init__:235 - TradeLogger initialized - logs: /home/saengtawan/work/project/cc/stock-analyzer/trade_logs, db: /home/saengtawan/work/project/cc/stock-analyzer/data/trade_history.db (direct SQLite)
2026-02-27 17:15:19.182 | INFO     | __main__:__init__:487 - Trade Logger v1.0 initialized
2026-02-27 17:15:19.183 | INFO     | alert_manager:__init__:54 - AlertManager using database storage
2026-02-27 17:15:19.183 | INFO     | __main__:__init__:492 - Alert Manager v1.0 initialized
2026-02-27 17:15:19.183 | INFO     | filters.entry_protection_filter:__init__:94 - 🛡️ Entry Protection Filter initialized (enabled=True)
2026-02-27 17:15:19.183 | INFO     | filters.entry_protection_filter:__init__:97 -    Layer 1: Adaptive timing (Gap Down <-1.5%: 5min, Mild: 10min, Flat: 15min, Gap Up: 20min)
2026-02-27 17:15:19.183 | INFO     | filters.entry_protection_filter:__init__:100 -    Layer 2: Max VWAP distance 3.0%
2026-02-27 17:15:19.183 | INFO     | filters.entry_protection_filter:__init__:101 -    Layer 3: Max chase 0.8%
2026-02-27 17:15:19.183 | INFO     | filters.entry_protection_filter:__init__:102 -    Layer 4: Block if in top 20% of range or >2.5% from low
2026-02-27 17:15:19.183 | INFO     | __main__:__init__:498 - ✅ Entry Protection Filter v6.17 initialized
2026-02-27 17:15:19.197 | DEBUG    | screeners.rapid_rotation_screener:__init__:221 - Loaded RapidRotationConfig from /home/saengtawan/work/project/cc/stock-analyzer/config/trading.yaml
2026-02-27 17:15:19.198 | INFO     | screeners.rapid_rotation_screener:_load_sector_cache:853 - 📦 Loaded 839 sectors from cache
2026-02-27 17:15:19.198 | INFO     | screeners.rapid_rotation_screener:_init_ai_universe:456 - ✅ AI Universe Generator initialized
2026-02-27 17:15:19.198 | INFO     | screeners.rapid_rotation_screener:_init_market_regime:466 - ✅ Market Regime Detector initialized
2026-02-27 17:15:19.308 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.400 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.515 | INFO     | api.base_client:_load_disk_cache:220 - 📦 Loaded 24 cached items from disk
2026-02-27 17:15:19.517 | INFO     | api.data_manager:__init__:80 - DataManager initialized with primary: yahoo, backup: tiingo, price_backup: tiingo, broker: No
2026-02-27 17:15:19.517 | INFO     | sector_regime_detector:update_all_sectors:527 - Updating sector regimes (5-min realtime, MCW)...
2026-02-27 17:15:19.518 | INFO     | sector_regime_detector:_build_sector_company_map:309 - Built sector company map: 550 stocks across 11 sectors (with market weights)
2026-02-27 17:15:19.518 | INFO     | sector_regime_detector:_fetch_stock_based_1d_returns:339 - Batch downloading 550 sector stocks for 1d returns...
2026-02-27 17:15:19.518 | DEBUG    | api.yahoo_finance_client:batch_download_prices:626 - Cache hit for batch download (550 symbols)
2026-02-27 17:15:19.539 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Technology (XLK): MCW 1d = -1.72% (50/50 stocks, weight=88.6%)
2026-02-27 17:15:19.539 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Energy (XLE): MCW 1d = +0.48% (50/50 stocks, weight=91.5%)
2026-02-27 17:15:19.539 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Financial Services (XLF): MCW 1d = +1.12% (50/50 stocks, weight=77.4%)
2026-02-27 17:15:19.539 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Healthcare (XLV): MCW 1d = -0.19% (50/50 stocks, weight=81.3%)
2026-02-27 17:15:19.539 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Consumer Cyclical (XLY): MCW 1d = -0.43% (50/50 stocks, weight=86.0%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Consumer Defensive (XLP): MCW 1d = -0.33% (50/50 stocks, weight=96.5%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Industrials (XLI): MCW 1d = +0.33% (50/50 stocks, weight=68.9%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Utilities (XLU): MCW 1d = -0.34% (50/50 stocks, weight=97.5%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Basic Materials (XLB): MCW 1d = +0.17% (50/50 stocks, weight=92.9%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Communication Services (XLC): MCW 1d = -0.46% (49/50 stocks, weight=99.0%)
2026-02-27 17:15:19.540 | DEBUG    | sector_regime_detector:_fetch_stock_based_1d_returns:401 - Real Estate (XLRE): MCW 1d = +0.61% (50/50 stocks, weight=81.6%)
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:_fetch_stock_based_1d_returns:407 - Market-cap weighted 1d returns calculated for 11 sectors
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:update_all_sectors:532 - Using market-cap weighted 1d returns for 11 sectors
2026-02-27 17:15:19.541 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLK
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:update_all_sectors:574 - XLK (Technology): SIDEWAYS (score=-1.8) | 1d[M]: -1.7% | 5d: +0.1% | 20d: -5.51%
2026-02-27 17:15:19.541 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLE
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:update_all_sectors:574 - XLE (Energy): BULL (score=+2.3) | 1d[M]: +0.5% | 5d: +0.3% | 20d: +9.99%
2026-02-27 17:15:19.541 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLF
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:update_all_sectors:574 - XLF (Financial Services): SIDEWAYS (score=+0.3) | 1d[M]: +1.1% | 5d: +0.0% | 20d: -0.92%
2026-02-27 17:15:19.541 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLV
2026-02-27 17:15:19.541 | INFO     | sector_regime_detector:update_all_sectors:574 - XLV (Healthcare): SIDEWAYS (score=+0.5) | 1d[M]: -0.2% | 5d: +0.4% | 20d: +2.02%
2026-02-27 17:15:19.541 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLY
2026-02-27 17:15:19.542 | INFO     | sector_regime_detector:update_all_sectors:574 - XLY (Consumer Cyclical): SIDEWAYS (score=-1.1) | 1d[M]: -0.4% | 5d: -0.3% | 20d: -3.88%
2026-02-27 17:15:19.542 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLP
2026-02-27 17:15:19.542 | INFO     | sector_regime_detector:update_all_sectors:574 - XLP (Consumer Defensive): BULL (score=+2.3) | 1d[M]: -0.3% | 5d: +1.1% | 20d: +7.94%
2026-02-27 17:15:19.542 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLI
2026-02-27 17:15:19.542 | INFO     | sector_regime_detector:update_all_sectors:574 - XLI (Industrials): BULL (score=+2.1) | 1d[M]: +0.3% | 5d: -0.3% | 20d: +7.65%
2026-02-27 17:15:19.542 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLU
2026-02-27 17:15:19.542 | INFO     | sector_regime_detector:update_all_sectors:574 - XLU (Utilities): BULL (score=+2.8) | 1d[M]: -0.3% | 5d: +1.8% | 20d: +8.89%
2026-02-27 17:15:19.542 | DEBUG    | api.yahoo_finance_client:get_price_data:120 - 📦 Cache hit for XLB
2026-02-27 17:15:19.542 | INFO     | sector_regime_detector:update_all_sectors:574 - XLB (Basic Materials): SIDEWAYS (score=+1.3) | 1d[M]: +0.2% | 5d: +0.1% | 20d: +6.11%
