entry_date,exit_date,entry_price,exit_price,return_pct,hold_days,exit_reason,symbol,entry_score,momentum_20d,rsi,atr_pct,month
2025-11-24,2025-12-12,47.202178955078125,51.92239685058594,10.0,13,TARGET_HIT,BMY,83.83114771877385,10.071441031549037,61.33749936477029,2.7428840475539897,2025-11
2025-11-24,2026-01-06,93.55999755859375,102.91599731445314,10.0,28,TARGET_HIT,UPS,78.32757936323925,6.687328275461516,55.34475829084967,2.5346252116371386,2025-11
2025-11-24,2026-01-08,75.8342056274414,73.95999908447266,-2.4714527269875544,30,MAX_HOLD,CSCO,77.85517759928759,6.7936727934955154,63.6111254632103,2.8256634975892245,2025-11
2025-11-24,2025-12-10,558.2937622070312,614.1231384277344,10.0,11,TARGET_HIT,CAT,76.51609485061456,6.171850316609014,56.106480186480184,3.2533430451979046,2025-11
2025-11-24,2025-12-03,103.84830474853516,114.23313522338869,10.0,6,TARGET_HIT,WMT,76.14532779733831,-0.39246303539873006,55.44734634356523,2.2287966623058746,2025-11
2025-12-01,2025-12-08,34.619117736816406,38.08102951049805,10.0,5,TARGET_HIT,LUV,85.43995441508794,14.75247818959233,62.25320011071231,3.2355496166261197,2025-12
2025-12-01,2025-12-12,91.83000183105469,101.01300201416016,10.0,9,TARGET_HIT,NEM,80.8928089916367,13.741987092408959,56.77490917492053,3.7309629300860006,2025-12
2025-12-01,2026-01-14,223.3132781982422,220.1189727783203,-1.4304144588689394,30,MAX_HOLD,ABBV,80.76207616427172,3.2425289499420016,57.21044671005021,2.8395631138101614,2025-12
2025-12-01,2025-12-09,1057.8900146484375,983.8377136230469,-7.0,6,STOP_LOSS,LLY,77.00614563880289,22.782795318370514,71.39660493174716,2.709476786260649,2025-12
2025-12-01,2026-01-14,84.94000244140625,82.76000213623047,-2.5665178273094593,30,MAX_HOLD,ZM,76.48764922271484,-2.6252445573766217,54.77980855197869,3.4424289585313463,2025-12
2025-12-08,2026-01-05,98.09160614013672,107.9007667541504,10.0,18,TARGET_HIT,MRK,83.39254937460551,14.661563210165578,61.98182943803582,3.126308256830594,2025-12
2025-12-08,2026-01-07,442.0400085449219,486.2440093994141,10.0,20,TARGET_HIT,VRTX,82.85096515130346,7.9541864427483695,53.981345246261654,2.6536074563219216,2025-12
2025-12-08,2026-01-22,25.34543800354004,25.670000076293945,1.2805542074616114,30,MAX_HOLD,PFE,81.59003611945514,5.485064025833396,57.64966006431924,2.1592110802465805,2025-12
2025-12-08,2025-12-19,703.260009765625,773.5860107421876,10.0,9,TARGET_HIT,REGN,81.25622440320598,7.088910042323598,49.96057034219443,3.407218114266244,2025-12
2025-12-08,2025-12-11,89.0,97.9,10.0,3,TARGET_HIT,NEM,80.40874255318758,7.037607286193778,54.81682021580154,3.464603836836909,2025-12
2025-12-15,2026-01-07,126.25,117.4125,-7.0,15,STOP_LOSS,WYNN,79.01108445611074,4.789173707085844,55.159412989218154,3.565487355794731,2025-12
2025-12-15,2026-01-07,100.26000213623047,110.28600234985352,10.0,15,TARGET_HIT,MRK,76.54301695106996,8.821491825601797,51.69589753409378,2.4762790023532153,2025-12
2025-12-15,2026-01-27,79.03968811035156,73.50690994262695,-7.0,28,STOP_LOSS,CVS,75.95428336154039,2.4161471249277717,55.09389950896266,2.5966691157900086,2025-12
2025-12-15,2026-01-07,90.66000366210938,84.31380340576172,-7.0,15,STOP_LOSS,CROX,75.35578162113649,23.53182234103799,71.31657069302541,3.3279748927025525,2025-12
2025-12-15,2026-01-20,346.8900146484375,322.60771362304683,-7.0,23,STOP_LOSS,V,74.78486685433674,5.111819343181283,68.85323009451638,1.754364467311859,2025-12
2025-12-22,2026-01-06,56.369998931884766,62.00699882507325,10.0,9,TARGET_HIT,ON,86.4861974282197,20.706633856458744,63.72823684786581,3.5378502150810056,2025-12
2025-12-22,2026-01-06,66.23999786376953,72.86399765014649,10.0,9,TARGET_HIT,MCHP,86.25289503650303,31.311315800120315,72.98602086546752,3.881986057432421,2025-12
2025-12-22,2026-01-15,275.82000732421875,303.4020080566406,10.0,16,TARGET_HIT,ADI,84.52795872659455,19.14349436145718,54.56004861325149,2.0637025424939885,2025-12
2025-12-22,2026-01-12,216.83999633789062,238.5239959716797,10.0,13,TARGET_HIT,BA,83.99406515974063,20.667779644061778,66.68605488183113,2.2080133031776517,2025-12
2025-12-22,2026-01-29,228.94000244140625,233.5,1.9917871538246412,25,MAX_HOLD,NXPI,82.50860000362276,20.178989159004868,65.78285449413556,2.8035793794123425,2025-12
2025-12-29,2026-01-02,423.1400146484375,393.52021362304686,-7.0,3,STOP_LOSS,MDB,84.84253080458237,27.309931962795307,52.49973222628274,2.693096481816821,2025-12
2025-12-29,2026-01-20,30.719999313354492,28.569599361419677,-7.0,14,STOP_LOSS,CCL,82.30360057307462,19.162135357381857,72.88629937559801,3.6969857141056583,2025-12
2025-12-29,2026-01-29,103.70999908447266,99.9000015258789,-3.6737032033820336,21,MAX_HOLD,DECK,81.76390555191358,17.81211010179344,57.92142013115984,2.5400502230381736,2025-12
2025-12-29,2026-01-06,64.6500015258789,71.1150016784668,10.0,5,TARGET_HIT,MCHP,80.23026747870121,20.660693013280387,38.46154096955999,2.9941436327263005,2025-12
2025-12-29,2026-01-06,220.4600067138672,242.50600738525392,10.0,5,TARGET_HIT,NXPI,80.20648282185984,13.596300841047448,40.13648289767379,2.5286119648559233,2025-12
2026-01-05,2026-01-20,212.39999389648438,197.53199432373046,-7.0,10,STOP_LOSS,LULU,81.58705560699693,15.686267339626891,60.42660401550975,3.067997817135128,2026-01
2026-01-05,2026-01-20,5367.3701171875,4991.654208984374,-7.0,10,STOP_LOSS,BKNG,81.43840333442014,6.970862817358235,55.99540729932989,1.7588544307431417,2026-01
2026-01-05,2026-01-09,80.5199966430664,88.57199630737306,10.0,4,TARGET_HIT,APTV,81.15679894842859,5.337511867281277,57.461390131917724,1.8611180772300666,2026-01
2026-01-05,2026-01-16,31.489999771118164,29.28569978713989,-7.0,9,STOP_LOSS,CCL,79.15320515053799,21.959721701431825,72.57876774981271,3.3253178195503157,2026-01
2026-01-05,2026-01-06,67.05999755859375,73.76599731445313,10.0,1,TARGET_HIT,MCHP,78.38424291663961,3.6155690571002173,49.47274667839458,2.8343493453432513,2026-01
2026-01-12,2026-01-15,31.610000610351562,29.39730056762695,-7.0,3,STOP_LOSS,CCL,81.42713658256416,13.541668236712379,53.88272669428445,2.788448051468466,2026-01
2026-01-12,2026-01-28,89.95999908447266,98.95599899291993,10.0,11,TARGET_HIT,SBUX,79.84939524932629,6.160020477100967,54.22060617171322,2.586864174762035,2026-01
2026-01-12,2026-01-29,280.9599914550781,261.2927920532226,-7.0,12,STOP_LOSS,ACN,78.2362161237307,3.916853396879547,60.26399279025793,2.2984979287685956,2026-01
2026-01-12,2026-01-20,209.0399932861328,194.4071937561035,-7.0,5,STOP_LOSS,LULU,76.25251615015361,11.78011840350682,49.50398766596199,2.8466863818108323,2026-01
2026-01-12,2026-01-20,5391.52001953125,5014.113618164062,-7.0,5,STOP_LOSS,BKNG,76.17072907880625,2.118307170631803,49.772219723056864,1.753984143755842,2026-01
2026-01-16,2026-01-22,231.8300018310547,255.01300201416018,10.0,3,TARGET_HIT,AMD,86.07732715017586,17.02084756792495,63.95425701021787,3.8870848301915903,2026-01
2026-01-16,2026-01-29,921.239990234375,856.7531909179687,-7.0,8,STOP_LOSS,URI,80.37883679555513,16.23892999408932,70.64708267520737,2.8304246194403055,2026-01
2026-01-16,2026-01-29,239.1199951171875,241.72999572753906,1.0915024521778105,8,MAX_HOLD,AMZN,78.05662668564538,8.06706309037124,58.0448441702839,2.295022325906825,2026-01
2026-01-16,2026-01-28,58.709999084472656,64.58099899291993,10.0,7,TARGET_HIT,FCX,77.62706977350946,23.078814078183267,66.94355686635632,3.338655728268675,2026-01
2026-01-16,2026-01-21,72.08999633789062,67.04369659423827,-7.0,2,STOP_LOSS,CAVA,77.52672175614308,35.71159222034416,79.49602660939094,3.609576679931893,2026-01
