symbol,entry_date,entry_price,exit_price,actual_return,max_return,min_return,hit_12pct,hit_15pct,rsi,momentum_30d,volume_ratio,position_52w
AVGO,2025-12-01,385.3426818847656,346.1000061035156,-10.183838340800587,7.389657852327169,-16.747821166659527,False,False,60.06687893982585,10.54862261481988,1.0336429624193078,93.43861942737612
AMAT,2025-12-01,254.75,256.989990234375,0.8792895915112897,8.380767852214177,-3.0736022889321646,False,False,61.99043079943961,11.887675477745873,0.8129020760937361,100.0
U,2025-12-01,43.13999938964844,44.16999816894531,2.3875725402630055,20.885494352585553,0.8576702297625527,True,True,50.03091625104892,22.313577628980184,0.8941031245599269,88.61652273805608
ILMN,2025-12-01,128.72000122070312,131.16000366210938,1.8955892000207752,7.83095224942667,-3.45711974474483,False,False,64.34427485355614,29.36683539769158,1.0253607809847198,74.67723553560147
MRVL,2025-12-05,98.8388900756836,89.32572937011719,-9.624916567033404,-6.126793821465015,-17.9253957541728,False,False,64.8262872650392,17.568066452990337,1.108325321382121,64.90808024468848
SCCO,2025-12-05,140.41000366210938,148.69000244140625,5.897014858871685,8.389714744004229,-2.1722120733630335,False,False,64.47289498795837,10.142246715539716,1.0742354154840568,100.0
REGN,2025-12-10,726.2100219726562,796.5499877929688,9.68589852688111,13.067839950917048,-0.017901829894795274,True,False,55.691709386802515,11.366121415418107,1.1293158910572594,80.00238878565003
NEM,2025-12-10,94.4000015258789,108.98999786376953,15.455504345400794,15.783899666351386,0.41313493998358375,True,True,63.50387596899225,18.833133488503194,1.4478687961456225,94.18003375645318
REGN,2025-12-15,752.6199951171875,796.5499877929688,5.836942010681101,9.100208694789025,-2.3783615277555015,False,False,47.69655713540113,17.331825356748087,0.8260020632341416,88.64477958459098
BIIB,2025-12-15,175.74000549316406,187.6199951171875,6.759980227999685,8.228059066289607,-4.08558535913418,False,False,48.19759414380438,16.04596055204088,1.1737377772997115,90.75827255226734
U,2025-12-20,46.41999816894531,44.65999984741211,-3.7914657280418207,2.908234256936071,-5.751827389626063,False,False,60.18633257813377,15.963026691255555,1.0893152855010124,90.67847512845456
