entry_date,entry_price,stop_loss,take_profit,sl_pct,tp_pct,pos_size,spy_regime,sector,score,exit_date,pnl_pct,reason,days,symbol
2023-11-30,127.69000244140625,125.13620239257813,134.67464557495117,2.0,5.47,0.33,BULL,Energy_Services,95,2023-12-01,5.169999999999999,TP,1,GTLS
2023-11-30,37.560001373291016,36.808801345825195,39.06240142822266,2.0,4.0,0.33,BULL,Semiconductors,85,2023-12-01,-2.3000000000000007,SL,1,FORM
2023-12-04,25.450000762939453,24.941000747680665,26.468000793457033,2.0,4.0,0.33,BULL,Consumer_Travel,110,2023-12-05,-2.299999999999997,SL,1,PENN
2023-12-01,38.810001373291016,38.0338013458252,40.88633644676209,2.0,5.35,0.33,BULL,Healthcare_Pharma,110,2023-12-06,5.050000000000005,TP,3,HALO
2023-12-04,67.5999984741211,66.24799850463867,70.85155840072632,2.0,4.81,0.33,BULL,Semiconductors,100,2023-12-07,4.510000000000001,TP,3,DIOD
2023-12-07,6.800000190734863,6.539560183429718,7.072000198364258,3.83,4.0,0.33,BULL,Healthcare_Services,130,2023-12-11,-4.1299999999999955,SL,2,LFST
2023-12-08,21.899999618530273,21.461999626159667,23.651999588012696,2.0,8.0,0.33,BULL,Telecom,155,2023-12-11,-2.300000000000005,SL,1,GSAT
2023-12-06,538.6599731445312,527.8867736816406,560.2063720703126,2.0,4.0,0.33,BULL,Semiconductors,130,2023-12-12,3.7000000000000126,TP,4,SNPS
2023-12-12,5.69058665903554,5.576774925854829,6.145833591758383,2.0,8.0,0.33,BULL,Materials_Metals,130,2023-12-13,-2.3000000000000025,SL,1,AG
2023-12-12,32.18000030517578,31.536400299072266,34.75440032958985,2.0,8.0,0.33,BULL,Healthcare_Services,140,2023-12-14,7.700000000000016,TP,2,SGRY
2023-12-13,9.859999656677246,9.64209366426468,10.254399642944337,2.21,4.0,0.33,BULL,Healthcare_Pharma,110,2023-12-14,3.7000000000000126,TP,1,EOLS
2023-12-19,192.5800018310547,188.72840179443358,200.28320190429687,2.0,4.0,0.33,BULL,Media,90,2023-12-20,-2.300000000000007,SL,1,SPOT
2023-12-14,37.5099983215332,36.257164377593995,40.46578618927002,3.34,7.88,0.33,BULL,Technology,135,2023-12-22,7.580000000000001,TP,6,APPN
2023-12-19,52.57458256965876,51.396911920098404,54.84580453666801,2.24,4.32,0.33,BULL,Industrial_Conglomerate,135,2023-12-22,4.019999999999992,TP,3,JCI
2023-12-22,185.8699951171875,182.15259521484376,200.7395947265625,2.0,8.0,0.33,BULL,Industrial_Transport,155,2023-12-26,-2.2999999999999963,SL,1,CAR
2023-12-27,29.799999237060547,29.203999252319335,32.183999176025395,2.0,8.0,0.33,BULL,Technology,155,2023-12-28,-2.3000000000000043,SL,1,SMCI
2023-12-28,40.349998474121094,39.54299850463867,43.577998352050784,2.0,8.0,0.33,BULL,Technology,135,2023-12-29,-2.3000000000000105,SL,1,APP
2023-12-29,28.075579646890322,27.514068053952514,30.32162601864155,2.0,8.0,0.33,BULL,Real_Estate_Office,125,2024-01-02,-2.300000000000007,SL,1,VNO
2023-12-27,11.470000267028809,11.240600261688233,12.387600288391114,2.0,8.0,0.33,BULL,Media,135,2024-01-03,-2.299999999999999,SL,4,WBD
2024-01-02,6.098479488931052,5.976509899152431,6.543058643674126,2.0,7.29,0.33,BULL,Materials_Metals,110,2024-01-03,-2.300000000000007,SL,1,AG
2024-01-03,137.55626386870068,134.80513859132665,147.3777811089259,2.0,7.14,0.33,BULL,Materials_Chemicals,120,2024-01-04,-2.3000000000000114,SL,1,ALB
2024-01-04,8.329999923706055,8.163399925231934,8.99639991760254,2.0,8.0,0.33,BULL,Consumer_Auto,155,2024-01-05,-2.2999999999999976,SL,1,NIO
2024-01-04,101.18000030517578,99.15640029907226,109.27440032958985,2.0,8.0,0.33,BULL,Healthcare_MedDevices,135,2024-01-05,-2.300000000000006,SL,1,IRTC
2024-01-08,8.869999885559082,8.6925998878479,9.431470878314972,2.0,6.33,0.45,BEAR,Healthcare_Services,140,2024-01-09,6.029999999999999,TP,1,OSCR
2024-01-08,28.615492496111393,28.043182646189166,29.98617458667513,2.0,4.79,0.45,BEAR,Materials_Chemicals,140,2024-01-09,-2.299999999999999,SL,1,CC
2024-01-05,24.989999771118164,24.4901997756958,26.989199752807618,2.0,8.0,0.45,BEAR,Industrial_Transport,165,2024-01-11,-2.3000000000000043,SL,4,BLBD
2024-01-10,31.031801621627814,30.411165589195257,33.51434575135804,2.0,8.0,0.33,BULL,Materials_Metals,120,2024-01-11,-2.3000000000000034,SL,1,AA
2024-01-16,28.200000762939453,27.636000747680665,30.456000823974613,2.0,8.0,0.33,BULL,Telecom,155,2024-01-17,-2.2999999999999967,SL,1,GSAT
2024-01-17,9.380000114440918,9.1924001121521,10.01971612224579,2.0,6.82,0.33,BULL,Healthcare_Services,140,2024-01-18,-2.2999999999999936,SL,1,MD
2024-01-18,51.29999923706055,50.273999252319335,53.35199920654297,2.0,4.0,0.45,BEAR,Healthcare_Pharma,170,2024-01-19,-2.3000000000000016,SL,1,IONS
2024-01-19,32.459999084472656,31.6387611076355,34.28749703292847,2.53,5.63,0.33,BULL,Healthcare_Services,130,2024-01-23,-2.8299999999999965,SL,2,SGRY
2024-01-22,33.83000183105469,33.15340179443359,36.536401977539064,2.0,8.0,0.33,BULL,Healthcare_Pharma,145,2024-01-24,-2.300000000000007,SL,2,ARWR
2024-01-17,123.0,120.53999999999999,131.364,2.0,6.8,0.33,BULL,Healthcare_MedDevices,125,2024-01-26,-2.300000000000007,SL,7,DXCM
2024-01-29,63.644952063933566,62.372053022654896,67.23452736033941,2.0,5.64,0.33,BULL,Materials_Metals,165,2024-01-30,-2.299999999999998,SL,1,HCC
2024-01-29,37.20000076293945,36.45600074768066,38.688000793457036,2.0,4.0,0.33,BULL,Healthcare_Services,115,2024-02-07,-2.300000000000006,SL,7,RDNT
2024-01-29,61.058848582575386,59.83767161092388,65.94355646918142,2.0,8.0,0.33,BULL,Finance_Payments,155,2024-02-08,-2.3000000000000025,SL,8,PYPL
2024-02-01,135.1210769960145,132.4186554560942,145.93076315569567,2.0,8.0,0.33,BULL,Semiconductors,130,2024-02-09,7.700000000000014,TP,6,QCOM
2024-02-08,158.7100067138672,155.53580657958983,168.91506014556884,2.0,6.43,0.33,BULL,Semiconductors,125,2024-02-09,6.129999999999998,TP,1,ONTO
2024-02-09,70.6500015258789,69.23700149536133,76.30200164794923,2.0,8.0,0.33,BULL,Technology,150,2024-02-12,-2.3000000000000025,SL,1,BILL
2024-02-12,79.76101891239831,78.16579853415034,83.19871882752267,2.0,4.31,0.33,BULL,Finance_Banks,90,2024-02-13,-2.3000000000000087,SL,1,BPOP
2024-02-13,16.9834704843656,16.643801074678287,17.769805167791727,2.0,4.63,0.33,BULL,Utilities_Gas,115,2024-02-14,-2.3000000000000123,SL,1,SPH
2024-02-14,74.5999984741211,71.61599853515625,77.58399841308594,4.0,4.0,0.33,BULL,Consumer_Travel,100,2024-02-15,3.6999999999999984,TP,1,UBER
2024-02-15,91.75,89.91499999999999,99.09,2.0,8.0,0.33,BULL,Media,140,2024-02-16,-2.3000000000000087,SL,1,ROKU
2024-02-16,35.689998626708984,34.9761986541748,37.11759857177734,2.0,4.0,0.33,BULL,Consumer_Food,115,2024-02-20,-2.3000000000000087,SL,1,BJRI
2024-02-20,600.0,588.0,646.8000000000001,2.0,7.8,0.33,BULL,Technology,170,2024-02-21,-2.3,SL,1,HUBS
2024-02-13,182.04373327848646,178.40285861291673,196.26134884753625,2.0,7.81,0.33,BULL,Consumer_Staples,125,2024-02-22,-2.299999999999998,SL,6,HSY
2024-02-23,22.969999313354492,22.5105993270874,24.807599258422854,2.0,8.0,0.33,BULL,Healthcare_Pharma,145,2024-02-26,-2.3000000000000034,SL,1,CORT
