symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,days_held,exit_reason,score,pos_size,spy_regime
PATH,2025-01-15,2025-01-17,13.449999809265137,13.179654813098907,-2.3099999999999996,1,Stop Loss,115,0.45,BEAR
PATH,2025-01-21,2025-01-23,13.300000190734863,13.708000373840333,2.7676705056718243,1,Trailing Stop,100,0.33,BULL
CRWD,2025-01-21,2025-01-24,368.760009765625,381.1919921875,3.071293549367364,2,Trailing Stop,95,0.33,BULL
ARM,2025-01-29,2025-01-31,150.3000030517578,160.4280059814453,6.438524766496358,1,Trailing Stop,165,0.33,BULL
KLAC,2025-01-29,2025-01-31,725.0824112801123,755.9942316242907,3.9632147550792842,1,Trailing Stop,150,0.33,BULL
COIN,2025-01-29,2025-01-31,293.7099914550781,287.8357916259766,-2.3,1,Stop Loss,165,0.33,BULL
BA,2025-02-04,2025-02-06,176.0,183.88000488281253,4.177275501598028,1,Trailing Stop,90,0.33,BULL
PATH,2025-02-04,2025-02-06,14.449999809265137,14.889999961853029,2.7449837951262124,1,Trailing Stop,95,0.33,BULL
PYPL,2025-02-04,2025-02-11,78.02961186878758,76.46901963141183,-2.3,4,Stop Loss,95,0.33,BULL
AMAT,2025-02-11,2025-02-13,177.64176644869343,181.6813393580424,1.973999516051698,1,Trailing Stop,125,0.33,BULL
KLAC,2025-02-11,2025-02-13,736.2370370735403,754.0606900595072,2.120912299768837,1,Trailing Stop,105,0.33,BULL
SNOW,2025-02-13,2025-02-19,192.86000061035156,189.00280059814452,-2.3,2,Stop Loss,100,0.33,BULL
LRCX,2025-02-14,2025-02-19,84.13944569350372,88.0159478152905,4.307235155681664,1,Trailing Stop,95,0.33,BULL
AMAT,2025-02-14,2025-02-20,170.08737801308445,175.6246391616745,2.9555391312835058,2,Trailing Stop,130,0.33,BULL
AVGO,2025-02-20,2025-02-24,223.6292204667677,219.15663605743234,-2.3,1,Stop Loss,105,0.33,BULL
ENPH,2025-02-25,2025-02-27,66.0199966430664,64.69959671020507,-2.3,1,Stop Loss,105,0.45,BEAR
