symbol,entry_date,exit_date,entry_price,exit_price,return_pct,rsi,accumulation,price_above_ma20,is_winner,is_loser,month
AMGN,2025-12-15,2026-01-06,179.25999450683594,182.4499969482422,1.7795395175495232,55.22398070991891,2.05992628992629,5.213053270790226,True,False,2025-12
AMGN,2025-12-16,2026-01-07,176.1199951171875,180.19000244140625,2.310928592469373,53.541198755430386,2.225535399242028,3.061061388567394,True,False,2025-12
AMGN,2025-12-17,2026-01-08,172.33999633789062,181.8699951171875,5.529766149357641,44.25315502646848,1.7540622221603592,0.6100952497281062,True,False,2025-12
AMGN,2025-12-18,2026-01-09,174.19000244140625,177.77999877929688,2.0609657773546575,49.88378762764286,2.418136402984187,1.4258933144977681,True,False,2025-12
AMGN,2025-12-19,2026-01-12,175.25,169.27000427246094,-3.4122657503789227,52.47328316811284,2.7355091378060896,1.556098789696615,False,True,2025-12
AMGN,2025-12-22,2026-01-13,174.22000122070312,165.2899932861328,-5.125707652393892,50.206974839881184,2.163586857938998,0.6166656823266299,False,True,2025-12
AMGN,2025-12-23,2026-01-14,174.75,164.5399932861328,-5.8426361738868025,49.619867415503066,2.650970308624184,0.6168364685426863,False,True,2025-12
AMGN,2025-12-24,2026-01-15,174.77000427246094,161.38999938964844,-7.6557787696528825,47.89632078424129,2.5074858215340203,0.2732796524365129,False,True,2025-12
AMGN,2026-01-09,2026-01-30,177.77999877929688,152.75999450683594,-14.073576580187606,59.02277135865939,1.4931017562857434,0.8686577137510861,False,True,2026-01
COST,2025-10-29,2025-11-18,177.76170349121094,164.22088623046875,-7.61739845804959,59.846493534151264,1.653325143024383,6.204530768387426,False,True,2025-10
COST,2025-10-30,2025-11-19,176.35885620117188,165.2655487060547,-6.290190203129405,58.44240979670805,1.4677248038377,5.10368450767261,False,True,2025-10
COST,2025-11-03,2025-11-21,179.80128479003906,162.46983337402344,-9.639225568523736,59.896171983476364,1.6829009213292678,6.4038415218372,False,True,2025-11
COST,2025-11-04,2025-11-24,171.96133422851562,164.22088623046875,-4.50127235449381,48.75603882874566,1.411102581549395,1.543658214181558,False,True,2025-11
COST,2025-11-05,2025-11-25,178.80636596679688,162.46983337402344,-9.136437902779715,56.49389615787247,1.708500013507588,5.216326156286236,False,True,2025-11
COST,2025-11-06,2025-11-26,172.3195037841797,164.30047607421875,-4.653581013095483,49.77017339307369,1.702025602355077,1.1759065359768879,False,True,2025-11
COST,2025-11-11,2025-12-02,173.0955352783203,169.83221435546875,-1.8852715742231414,51.444712640433266,1.6776944792273394,0.4773195459492455,False,True,2025-11
COST,2025-11-12,2025-12-03,175.77186584472656,174.1800079345703,-0.9056386256731587,53.34374865236436,1.7091421624835867,1.6288112805815973,False,True,2025-11
COST,2025-11-13,2025-12-04,173.61289978027344,174.35000610351562,0.4245688679672294,50.83111553838699,1.6314499693919458,0.08058241279252447,True,False,2025-11
COST,2025-12-05,2025-12-26,174.80999755859375,174.80999755859375,0.0,58.39681670193511,1.5877918611388413,3.698133222826726,False,False,2025-12
COST,2025-12-08,2025-12-29,175.30999755859375,173.42999267578125,-1.0723888591602697,51.483611954624,1.535215961572859,3.8318594084727264,False,True,2025-12
COST,2025-12-09,2025-12-30,176.0,173.64999389648438,-1.3352307406338777,55.49255260235561,1.5245145775781546,4.077111078610387,False,True,2025-12
COST,2025-12-12,2026-01-05,178.2899932861328,176.30999755859375,-1.1105478726231264,54.74393506185121,1.6165117528053219,4.833379652396045,False,True,2025-12
COST,2025-12-15,2026-01-06,179.25999450683594,182.4499969482422,1.7795395175495232,55.22398070991891,2.05992628992629,5.213053270790226,True,False,2025-12
COST,2025-12-16,2026-01-07,176.1199951171875,180.19000244140625,2.310928592469373,53.541198755430386,2.225535399242028,3.061061388567394,True,False,2025-12
COST,2025-12-17,2026-01-08,172.33999633789062,181.8699951171875,5.529766149357641,44.25315502646848,1.7540622221603592,0.6100952497281062,True,False,2025-12
COST,2025-12-18,2026-01-09,174.19000244140625,177.77999877929688,2.0609657773546575,49.88378762764286,2.418136402984187,1.4258933144977681,True,False,2025-12
