entry_date,exit_date,entry_price,exit_price,return_pct,hold_days,exit_reason,symbol,entry_score,momentum_20d,rsi,atr_pct,month
2025-10-06,2025-10-09,156.22000122070312,171.84200134277344,10.0,3,TARGET_HIT,ARM,93.91262274359586,12.275407435660362,52.9194325338915,3.4624225705833753,2025-10
2025-10-06,2025-11-13,175.5547332763672,157.99925994873047,-10.0,28,STOP_LOSS,DLR,89.99988932091456,10.547194031973218,57.47350794224067,1.8644248698460288,2025-10
2025-10-06,2025-11-17,380.0199890136719,342.0179901123047,-10.0,30,STOP_LOSS,ETN,88.82243218562422,8.73558603461657,56.64407892772919,2.462652779910486,2025-10
2025-10-06,2025-11-17,307.7916259765625,299.02117919921875,-2.8494754363497843,30,MAX_HOLD,JPM,84.29104917176159,6.06778222911833,53.218996415294576,1.6949328491210391,2025-10
2025-10-06,2025-11-17,271.2989196777344,282.2231140136719,4.026626552333468,30,MAX_HOLD,MAR,80.73318200585803,1.4436503598485064,54.56801896791574,1.8932762641653598,2025-10
2025-10-13,2025-11-05,290.3292541503906,319.3621795654297,10.0,17,TARGET_HIT,AMGN,84.42510047828186,6.559767612895451,54.73487944900494,2.5168553111898717,2025-10
2025-10-13,2025-11-24,117.43437194824219,124.44804382324219,5.9724182610617556,30,MAX_HOLD,GILD,82.76143705404502,5.038209216615522,60.54233611511085,2.651454958007504,2025-10
2025-10-27,2025-11-26,143.67013549804688,158.03714904785159,10.0,22,TARGET_HIT,NUE,90.7326309081122,6.3675960628618995,60.82901344773874,3.099235119274246,2025-10
2025-10-27,2025-11-04,825.1980590820312,907.7178649902345,10.0,6,TARGET_HIT,LLY,80.1001302961639,13.750658880830175,43.62408634234573,2.359603098543551,2025-10
2025-11-03,2025-11-21,827.8269653320312,745.0442687988282,-10.0,14,STOP_LOSS,EQIX,82.63940897078203,5.444137323886176,54.90896210426146,2.5846152924021792,2025-11
