accum,rsi,ma20,ma50,trades,avg_return,hold_days
1.0,55,-3,6,24,11.367058015936221,10
1.0,55,-2,6,24,11.367058015936221,10
1.1,55,-5,6,24,11.367058015936221,10
1.1,55,-3,6,24,11.367058015936221,10
1.1,55,-2,6,24,11.367058015936221,10
1.0,55,-5,6,24,6.57311779079006,7
1.0,55,-3,6,24,6.57311779079006,7
1.0,55,-2,6,24,6.57311779079006,7
1.1,55,-5,6,24,6.57311779079006,7
1.1,55,-3,6,24,6.57311779079006,7
1.1,55,-2,6,24,6.57311779079006,7
1.0,48,-1,0,24,4.747554530931819,5
1.1,48,-3,0,24,4.747554530931819,5
1.1,48,-2,0,24,4.747554530931819,5
1.1,48,-1,0,24,4.747554530931819,5
1.0,48,-1,0,24,3.5681230842914506,7
1.1,48,-3,0,24,3.5681230842914506,7
1.1,48,-2,0,24,3.5681230842914506,7
1.1,48,-1,0,24,3.5681230842914506,7
1.0,55,-5,6,24,2.2536640396139602,5
1.0,55,-3,6,24,2.2536640396139602,5
1.0,55,-2,6,24,2.2536640396139602,5
1.1,55,-5,6,24,2.2536640396139602,5
1.1,55,-3,6,24,2.2536640396139602,5
1.1,55,-2,6,24,2.2536640396139602,5
1.0,55,-1,6,23,20.347311162174023,21
1.1,55,-1,6,23,20.347311162174023,21
1.2,55,-5,6,23,20.347311162174023,21
1.2,55,-3,6,23,20.347311162174023,21
1.2,55,-2,6,23,20.347311162174023,21
1.2,55,-1,6,23,20.347311162174023,21
1.3,55,-5,6,23,20.347311162174023,21
1.3,55,-3,6,23,20.347311162174023,21
1.3,55,-2,6,23,20.347311162174023,21
1.3,55,-1,6,23,20.347311162174023,21
1.0,55,-1,6,23,19.09785811194431,14
1.1,55,-1,6,23,19.09785811194431,14
1.2,55,-5,6,23,19.09785811194431,14
1.2,55,-3,6,23,19.09785811194431,14
1.2,55,-2,6,23,19.09785811194431,14
1.2,55,-1,6,23,19.09785811194431,14
1.3,55,-5,6,23,19.09785811194431,14
1.3,55,-3,6,23,19.09785811194431,14
1.3,55,-2,6,23,19.09785811194431,14
1.3,55,-1,6,23,19.09785811194431,14
1.4,55,1,2,23,11.94815381130744,21
1.4,55,2,2,23,11.94815381130744,21
1.0,55,-1,6,23,11.690048245561467,10
1.1,55,-1,6,23,11.690048245561467,10
1.2,55,-5,6,23,11.690048245561467,10
1.2,55,-3,6,23,11.690048245561467,10
1.2,55,-2,6,23,11.690048245561467,10
1.2,55,-1,6,23,11.690048245561467,10
1.3,55,-5,6,23,11.690048245561467,10
1.3,55,-3,6,23,11.690048245561467,10
1.3,55,-2,6,23,11.690048245561467,10
1.3,55,-1,6,23,11.690048245561467,10
1.0,55,-1,6,23,6.783536533319276,7
1.1,55,-1,6,23,6.783536533319276,7
1.2,55,-5,6,23,6.783536533319276,7
1.2,55,-3,6,23,6.783536533319276,7
1.2,55,-2,6,23,6.783536533319276,7
1.2,55,-1,6,23,6.783536533319276,7
1.3,55,-5,6,23,6.783536533319276,7
1.3,55,-3,6,23,6.783536533319276,7
1.3,55,-2,6,23,6.783536533319276,7
1.3,55,-1,6,23,6.783536533319276,7
1.4,55,1,2,23,2.876729923605467,5
1.4,55,2,2,23,2.876729923605467,5
1.0,55,-1,6,23,2.2945260415628788,5
1.1,55,-1,6,23,2.2945260415628788,5
1.2,55,-5,6,23,2.2945260415628788,5
1.2,55,-3,6,23,2.2945260415628788,5
1.2,55,-2,6,23,2.2945260415628788,5
1.2,55,-1,6,23,2.2945260415628788,5
1.3,55,-5,6,23,2.2945260415628788,5
1.3,55,-3,6,23,2.2945260415628788,5
1.3,55,-2,6,23,2.2945260415628788,5
1.3,55,-1,6,23,2.2945260415628788,5
1.8,57,-5,6,22,25.768697755944313,21
1.8,57,-3,6,22,25.768697755944313,21
1.8,57,-2,6,22,25.768697755944313,21
1.8,57,-1,6,22,25.768697755944313,21
1.8,57,0,6,22,25.768697755944313,21
1.9,57,-5,6,22,25.768697755944313,21
1.9,57,-3,6,22,25.768697755944313,21
1.9,57,-2,6,22,25.768697755944313,21
1.9,57,-1,6,22,25.768697755944313,21
1.9,57,0,6,22,25.768697755944313,21
2.0,57,-5,6,22,25.768697755944313,21
2.0,57,-3,6,22,25.768697755944313,21
2.0,57,-2,6,22,25.768697755944313,21
2.0,57,-1,6,22,25.768697755944313,21
2.0,57,0,6,22,25.768697755944313,21
2.1,57,-5,2,22,25.768697755944313,21
2.1,57,-5,4,22,25.768697755944313,21
2.1,57,-5,6,22,25.768697755944313,21
2.1,57,-3,2,22,25.768697755944313,21
2.1,57,-3,4,22,25.768697755944313,21
2.1,57,-3,6,22,25.768697755944313,21
2.1,57,-2,2,22,25.768697755944313,21
2.1,57,-2,4,22,25.768697755944313,21
2.1,57,-2,6,22,25.768697755944313,21
2.1,57,-1,2,22,25.768697755944313,21
2.1,57,-1,4,22,25.768697755944313,21
2.1,57,-1,6,22,25.768697755944313,21
2.1,57,0,2,22,25.768697755944313,21
2.1,57,0,4,22,25.768697755944313,21
2.1,57,0,6,22,25.768697755944313,21
1.8,57,-5,6,22,18.354908126069507,14
1.8,57,-3,6,22,18.354908126069507,14
1.8,57,-2,6,22,18.354908126069507,14
1.8,57,-1,6,22,18.354908126069507,14
1.8,57,0,6,22,18.354908126069507,14
1.9,57,-5,6,22,18.354908126069507,14
1.9,57,-3,6,22,18.354908126069507,14
1.9,57,-2,6,22,18.354908126069507,14
1.9,57,-1,6,22,18.354908126069507,14
1.9,57,0,6,22,18.354908126069507,14
2.0,57,-5,6,22,18.354908126069507,14
2.0,57,-3,6,22,18.354908126069507,14
2.0,57,-2,6,22,18.354908126069507,14
2.0,57,-1,6,22,18.354908126069507,14
2.0,57,0,6,22,18.354908126069507,14
2.1,57,-5,2,22,18.354908126069507,14
2.1,57,-5,4,22,18.354908126069507,14
2.1,57,-5,6,22,18.354908126069507,14
2.1,57,-3,2,22,18.354908126069507,14
2.1,57,-3,4,22,18.354908126069507,14
2.1,57,-3,6,22,18.354908126069507,14
2.1,57,-2,2,22,18.354908126069507,14
2.1,57,-2,4,22,18.354908126069507,14
2.1,57,-2,6,22,18.354908126069507,14
2.1,57,-1,2,22,18.354908126069507,14
2.1,57,-1,4,22,18.354908126069507,14
2.1,57,-1,6,22,18.354908126069507,14
2.1,57,0,2,22,18.354908126069507,14
2.1,57,0,4,22,18.354908126069507,14
2.1,57,0,6,22,18.354908126069507,14
1.5,55,1,0,22,3.290896205206866,5
1.5,55,0,2,22,2.848135655885377,5
1.0,55,0,4,21,24.218558612050014,30
1.1,55,0,4,21,24.218558612050014,30
1.2,55,0,4,21,24.218558612050014,30
1.3,55,0,4,21,21.738630657101158,21
1.5,55,0,2,21,19.813935954635436,21
1.0,60,1,10,21,18.55008388387897,30
1.0,60,2,10,21,18.55008388387897,30
2.0,57,1,2,21,13.077036444122715,14
2.0,57,1,4,21,13.077036444122715,14
2.0,57,2,2,21,13.077036444122715,14
2.0,57,2,4,21,13.077036444122715,14
2.0,57,3,-5,21,13.077036444122715,14
2.0,57,3,0,21,13.077036444122715,14
2.0,57,3,2,21,13.077036444122715,14
2.0,57,3,4,21,13.077036444122715,14
2.1,55,0,-5,21,7.6723771443497935,10
2.1,55,0,0,21,7.6723771443497935,10
2.2,55,-5,-5,21,5.338270847351488,7
2.2,55,-5,0,21,5.338270847351488,7
2.2,55,-3,-5,21,5.338270847351488,7
2.2,55,-3,0,21,5.338270847351488,7
2.2,55,-2,-5,21,5.338270847351488,7
2.2,55,-2,0,21,5.338270847351488,7
2.2,55,-1,-5,21,5.338270847351488,7
2.2,55,-1,0,21,5.338270847351488,7
2.2,57,-5,-5,21,5.338270847351488,7
2.2,57,-5,0,21,5.338270847351488,7
2.2,57,-3,-5,21,5.338270847351488,7
2.2,57,-3,0,21,5.338270847351488,7
2.2,57,-2,-5,21,5.338270847351488,7
2.2,57,-2,0,21,5.338270847351488,7
2.2,57,-1,-5,21,5.338270847351488,7
2.2,57,-1,0,21,5.338270847351488,7
2.3,55,-5,-5,21,5.338270847351488,7
2.3,55,-5,0,21,5.338270847351488,7
2.3,55,-3,-5,21,5.338270847351488,7
2.3,55,-3,0,21,5.338270847351488,7
2.3,55,-2,-5,21,5.338270847351488,7
2.3,55,-2,0,21,5.338270847351488,7
2.3,55,-1,-5,21,5.338270847351488,7
2.3,55,-1,0,21,5.338270847351488,7
2.3,57,-5,-5,21,5.338270847351488,7
2.3,57,-5,0,21,5.338270847351488,7
2.3,57,-3,-5,21,5.338270847351488,7
2.3,57,-3,0,21,5.338270847351488,7
2.3,57,-2,-5,21,5.338270847351488,7
2.3,57,-2,0,21,5.338270847351488,7
2.3,57,-1,-5,21,5.338270847351488,7
2.3,57,-1,0,21,5.338270847351488,7
2.4,55,-5,-5,21,5.338270847351488,7
2.4,55,-5,0,21,5.338270847351488,7
2.4,55,-3,-5,21,5.338270847351488,7
2.4,55,-3,0,21,5.338270847351488,7
2.4,55,-2,-5,21,5.338270847351488,7
2.4,55,-2,0,21,5.338270847351488,7
2.4,55,-1,-5,21,5.338270847351488,7
2.4,55,-1,0,21,5.338270847351488,7
2.4,57,-5,-5,21,5.338270847351488,7
2.4,57,-5,0,21,5.338270847351488,7
2.4,57,-3,-5,21,5.338270847351488,7
2.4,57,-3,0,21,5.338270847351488,7
2.4,57,-2,-5,21,5.338270847351488,7
2.4,57,-2,0,21,5.338270847351488,7
2.4,57,-1,-5,21,5.338270847351488,7
2.4,57,-1,0,21,5.338270847351488,7
1.3,55,0,4,21,4.2141823258176565,7
1.0,55,3,2,21,3.926718393537019,5
1.1,55,3,2,21,3.926718393537019,5
1.2,55,3,2,21,3.926718393537019,5
1.3,55,3,2,21,3.926718393537019,5
2.2,55,-5,-5,21,3.780764852622902,5
2.2,55,-5,0,21,3.780764852622902,5
2.2,55,-3,-5,21,3.780764852622902,5
2.2,55,-3,0,21,3.780764852622902,5
2.2,55,-2,-5,21,3.780764852622902,5
2.2,55,-2,0,21,3.780764852622902,5
2.2,55,-1,-5,21,3.780764852622902,5
2.2,55,-1,0,21,3.780764852622902,5
2.2,57,-5,-5,21,3.780764852622902,5
2.2,57,-5,0,21,3.780764852622902,5
2.2,57,-3,-5,21,3.780764852622902,5
2.2,57,-3,0,21,3.780764852622902,5
2.2,57,-2,-5,21,3.780764852622902,5
2.2,57,-2,0,21,3.780764852622902,5
2.2,57,-1,-5,21,3.780764852622902,5
2.2,57,-1,0,21,3.780764852622902,5
2.3,55,-5,-5,21,3.780764852622902,5
2.3,55,-5,0,21,3.780764852622902,5
2.3,55,-3,-5,21,3.780764852622902,5
2.3,55,-3,0,21,3.780764852622902,5
2.3,55,-2,-5,21,3.780764852622902,5
2.3,55,-2,0,21,3.780764852622902,5
2.3,55,-1,-5,21,3.780764852622902,5
2.3,55,-1,0,21,3.780764852622902,5
2.3,57,-5,-5,21,3.780764852622902,5
2.3,57,-5,0,21,3.780764852622902,5
2.3,57,-3,-5,21,3.780764852622902,5
2.3,57,-3,0,21,3.780764852622902,5
2.3,57,-2,-5,21,3.780764852622902,5
2.3,57,-2,0,21,3.780764852622902,5
2.3,57,-1,-5,21,3.780764852622902,5
2.3,57,-1,0,21,3.780764852622902,5
2.4,55,-5,-5,21,3.780764852622902,5
2.4,55,-5,0,21,3.780764852622902,5
2.4,55,-3,-5,21,3.780764852622902,5
2.4,55,-3,0,21,3.780764852622902,5
2.4,55,-2,-5,21,3.780764852622902,5
2.4,55,-2,0,21,3.780764852622902,5
2.4,55,-1,-5,21,3.780764852622902,5
2.4,55,-1,0,21,3.780764852622902,5
2.4,57,-5,-5,21,3.780764852622902,5
2.4,57,-5,0,21,3.780764852622902,5
2.4,57,-3,-5,21,3.780764852622902,5
2.4,57,-3,0,21,3.780764852622902,5
2.4,57,-2,-5,21,3.780764852622902,5
2.4,57,-2,0,21,3.780764852622902,5
2.4,57,-1,-5,21,3.780764852622902,5
2.4,57,-1,0,21,3.780764852622902,5
1.3,55,0,4,21,2.716603934496977,5
2.2,60,-5,2,20,26.800672033416465,21
2.2,60,-5,4,20,26.800672033416465,21
2.2,60,-5,6,20,26.800672033416465,21
2.2,60,-3,2,20,26.800672033416465,21
2.2,60,-3,4,20,26.800672033416465,21
2.2,60,-3,6,20,26.800672033416465,21
2.2,60,-2,2,20,26.800672033416465,21
2.2,60,-2,4,20,26.800672033416465,21
2.2,60,-2,6,20,26.800672033416465,21
2.2,60,-1,2,20,26.800672033416465,21
2.2,60,-1,4,20,26.800672033416465,21
2.2,60,-1,6,20,26.800672033416465,21
2.2,60,0,-5,20,26.800672033416465,21
2.2,60,0,0,20,26.800672033416465,21
2.2,60,0,2,20,26.800672033416465,21
2.2,60,0,4,20,26.800672033416465,21
2.2,60,0,6,20,26.800672033416465,21
2.3,60,-5,2,20,26.800672033416465,21
2.3,60,-5,4,20,26.800672033416465,21
2.3,60,-5,6,20,26.800672033416465,21
2.3,60,-3,2,20,26.800672033416465,21
2.3,60,-3,4,20,26.800672033416465,21
2.3,60,-3,6,20,26.800672033416465,21
2.3,60,-2,2,20,26.800672033416465,21
2.3,60,-2,4,20,26.800672033416465,21
2.3,60,-2,6,20,26.800672033416465,21
2.3,60,-1,2,20,26.800672033416465,21
2.3,60,-1,4,20,26.800672033416465,21
2.3,60,-1,6,20,26.800672033416465,21
2.3,60,0,-5,20,26.800672033416465,21
2.3,60,0,0,20,26.800672033416465,21
2.3,60,0,2,20,26.800672033416465,21
2.3,60,0,4,20,26.800672033416465,21
2.3,60,0,6,20,26.800672033416465,21
2.4,60,-5,2,20,26.800672033416465,21
2.4,60,-5,4,20,26.800672033416465,21
2.4,60,-5,6,20,26.800672033416465,21
2.4,60,-3,2,20,26.800672033416465,21
2.4,60,-3,4,20,26.800672033416465,21
2.4,60,-3,6,20,26.800672033416465,21
2.4,60,-2,2,20,26.800672033416465,21
2.4,60,-2,4,20,26.800672033416465,21
2.4,60,-2,6,20,26.800672033416465,21
2.4,60,-1,2,20,26.800672033416465,21
2.4,60,-1,4,20,26.800672033416465,21
2.4,60,-1,6,20,26.800672033416465,21
2.4,60,0,-5,20,26.800672033416465,21
2.4,60,0,0,20,26.800672033416465,21
2.4,60,0,2,20,26.800672033416465,21
2.4,60,0,4,20,26.800672033416465,21
2.4,60,0,6,20,26.800672033416465,21
2.1,60,1,-5,20,25.864792731972347,21
2.1,60,1,0,20,25.864792731972347,21
2.1,60,1,2,20,25.864792731972347,21
2.1,60,1,4,20,25.864792731972347,21
2.1,60,1,6,20,25.864792731972347,21
2.1,60,2,-5,20,25.864792731972347,21
2.1,60,2,0,20,25.864792731972347,21
2.1,60,2,2,20,25.864792731972347,21
2.1,60,2,4,20,25.864792731972347,21
2.1,60,2,6,20,25.864792731972347,21
2.1,60,3,-5,20,25.864792731972347,21
2.1,60,3,0,20,25.864792731972347,21
2.1,60,3,2,20,25.864792731972347,21
2.1,60,3,4,20,25.864792731972347,21
2.1,60,3,6,20,25.864792731972347,21
2.2,60,-5,2,20,21.568098500954676,14
2.2,60,-5,4,20,21.568098500954676,14
2.2,60,-5,6,20,21.568098500954676,14
2.2,60,-3,2,20,21.568098500954676,14
2.2,60,-3,4,20,21.568098500954676,14
2.2,60,-3,6,20,21.568098500954676,14
2.2,60,-2,2,20,21.568098500954676,14
2.2,60,-2,4,20,21.568098500954676,14
2.2,60,-2,6,20,21.568098500954676,14
2.2,60,-1,2,20,21.568098500954676,14
2.2,60,-1,4,20,21.568098500954676,14
2.2,60,-1,6,20,21.568098500954676,14
2.2,60,0,-5,20,21.568098500954676,14
2.2,60,0,0,20,21.568098500954676,14
2.2,60,0,2,20,21.568098500954676,14
2.2,60,0,4,20,21.568098500954676,14
2.2,60,0,6,20,21.568098500954676,14
2.3,60,-5,2,20,21.568098500954676,14
2.3,60,-5,4,20,21.568098500954676,14
2.3,60,-5,6,20,21.568098500954676,14
2.3,60,-3,2,20,21.568098500954676,14
2.3,60,-3,4,20,21.568098500954676,14
2.3,60,-3,6,20,21.568098500954676,14
2.3,60,-2,2,20,21.568098500954676,14
2.3,60,-2,4,20,21.568098500954676,14
2.3,60,-2,6,20,21.568098500954676,14
2.3,60,-1,2,20,21.568098500954676,14
2.3,60,-1,4,20,21.568098500954676,14
2.3,60,-1,6,20,21.568098500954676,14
2.3,60,0,-5,20,21.568098500954676,14
2.3,60,0,0,20,21.568098500954676,14
2.3,60,0,2,20,21.568098500954676,14
2.3,60,0,4,20,21.568098500954676,14
2.3,60,0,6,20,21.568098500954676,14
2.4,60,-5,2,20,21.568098500954676,14
2.4,60,-5,4,20,21.568098500954676,14
2.4,60,-5,6,20,21.568098500954676,14
2.4,60,-3,2,20,21.568098500954676,14
2.4,60,-3,4,20,21.568098500954676,14
2.4,60,-3,6,20,21.568098500954676,14
2.4,60,-2,2,20,21.568098500954676,14
2.4,60,-2,4,20,21.568098500954676,14
2.4,60,-2,6,20,21.568098500954676,14
2.4,60,-1,2,20,21.568098500954676,14
2.4,60,-1,4,20,21.568098500954676,14
2.4,60,-1,6,20,21.568098500954676,14
2.4,60,0,-5,20,21.568098500954676,14
2.4,60,0,0,20,21.568098500954676,14
2.4,60,0,2,20,21.568098500954676,14
2.4,60,0,4,20,21.568098500954676,14
2.4,60,0,6,20,21.568098500954676,14
2.1,60,1,-5,20,19.804388292104147,14
2.1,60,1,0,20,19.804388292104147,14
2.1,60,1,2,20,19.804388292104147,14
2.1,60,1,4,20,19.804388292104147,14
2.1,60,1,6,20,19.804388292104147,14
2.1,60,2,-5,20,19.804388292104147,14
2.1,60,2,0,20,19.804388292104147,14
2.1,60,2,2,20,19.804388292104147,14
2.1,60,2,4,20,19.804388292104147,14
2.1,60,2,6,20,19.804388292104147,14
2.1,60,3,-5,20,19.804388292104147,14
2.1,60,3,0,20,19.804388292104147,14
2.1,60,3,2,20,19.804388292104147,14
2.1,60,3,4,20,19.804388292104147,14
2.1,60,3,6,20,19.804388292104147,14
1.1,60,1,10,20,17.54328152726483,30
1.1,60,2,10,20,17.54328152726483,30
1.2,60,-5,10,20,17.54328152726483,30
1.2,60,-3,10,20,17.54328152726483,30
1.2,60,-2,10,20,17.54328152726483,30
1.2,60,-1,10,20,17.54328152726483,30
1.2,60,0,10,20,17.54328152726483,30
1.2,60,1,10,20,17.54328152726483,30
1.2,60,2,10,20,17.54328152726483,30
1.3,60,-5,10,20,17.54328152726483,30
1.3,60,-3,10,20,17.54328152726483,30
1.3,60,-2,10,20,17.54328152726483,30
1.3,60,-1,10,20,17.54328152726483,30
1.3,60,0,10,20,17.54328152726483,30
1.3,60,1,10,20,17.54328152726483,30
1.3,60,2,10,20,17.54328152726483,30
1.4,60,-5,10,20,17.54328152726483,30
1.4,60,-3,10,20,17.54328152726483,30
1.4,60,-2,10,20,17.54328152726483,30
1.4,60,-1,10,20,17.54328152726483,30
1.4,60,0,10,20,17.54328152726483,30
1.4,60,1,10,20,17.54328152726483,30
1.4,60,2,10,20,17.54328152726483,30
1.7,60,4,-5,20,15.428701054096944,14
1.7,60,4,0,20,15.428701054096944,14
1.7,60,4,2,20,15.428701054096944,14
1.7,60,4,4,20,15.428701054096944,14
1.7,60,5,-5,20,15.428701054096944,14
1.7,60,5,0,20,15.428701054096944,14
1.7,60,5,2,20,15.428701054096944,14
1.7,60,5,4,20,15.428701054096944,14
2.2,60,-5,2,20,11.618719297798062,10
2.2,60,-5,4,20,11.618719297798062,10
2.2,60,-5,6,20,11.618719297798062,10
2.2,60,-3,2,20,11.618719297798062,10
2.2,60,-3,4,20,11.618719297798062,10
2.2,60,-3,6,20,11.618719297798062,10
2.2,60,-2,2,20,11.618719297798062,10
2.2,60,-2,4,20,11.618719297798062,10
2.2,60,-2,6,20,11.618719297798062,10
2.2,60,-1,2,20,11.618719297798062,10
2.2,60,-1,4,20,11.618719297798062,10
