symbol,entry_date,exit_date,entry_price,exit_price,pnl_pct,days_held,exit_reason,score
INTC,2023-07-25,2023-07-27,33.04641865830602,34.073485035932265,3.1079506322483184,1,Trailing Stop,90
COIN,2023-07-26,2023-07-28,102.58999633789062,100.53819641113282,-2.0,1,Stop Loss,155
RUN,2023-07-26,2023-07-28,20.209999084472656,19.8057991027832,-2.0,1,Stop Loss,155
ROKU,2023-07-26,2023-07-28,73.52999877929688,86.4739990234375,17.603699794681816,1,Trailing Stop,155
FSLR,2023-07-27,2023-07-31,223.58999633789062,219.1181964111328,-2.0,1,Stop Loss,85
NET,2023-07-28,2023-08-02,67.87999725341797,66.52239730834961,-2.0,2,Stop Loss,115
SHOP,2023-07-28,2023-08-02,66.94999694824219,65.57752201080322,-2.05,2,Stop Loss,95
DDOG,2023-07-28,2023-08-02,113.43499755859375,111.16629760742187,-2.0,2,Stop Loss,90
UBER,2023-08-02,2023-08-04,46.220001220703125,45.29560119628906,-2.0,1,Stop Loss,125
SMCI,2023-08-03,2023-08-07,32.400001525878906,35.040000915527344,8.14814588060987,1,Trailing Stop,130
LRCX,2023-08-03,2023-08-11,67.62555166793986,66.27304063458106,-2.0,5,Stop Loss,120
INTC,2023-08-03,2023-08-07,33.91280775321122,34.75472365198989,2.482589778190665,1,Trailing Stop,115
S,2023-08-07,2023-08-09,15.130000114440918,14.8274001121521,-2.0,1,Stop Loss,130
AMAT,2023-08-07,2023-08-10,144.91877577386148,141.5566601759079,-2.32,2,Stop Loss,100
KLAC,2023-08-07,2023-08-11,489.0374490717016,479.25670009026754,-2.0,3,Stop Loss,100
INTC,2023-08-10,2023-08-14,33.893132309769804,34.87668443873724,2.901921604583967,1,Trailing Stop,105
KLAC,2023-08-14,2023-08-16,477.0587839067284,467.5176082285939,-2.0,1,Stop Loss,120
S,2023-08-25,2023-08-29,16.610000610351562,17.002000427246095,2.3600228927760147,1,Trailing Stop,130
ORCL,2023-08-25,2023-08-29,113.1178557964005,116.88165052997854,3.3273214976355705,1,Trailing Stop,125
NVDA,2023-08-28,2023-08-30,46.632074880156104,49.23897801213159,5.590364869406297,1,Trailing Stop,130
S,2023-08-31,2023-09-05,17.260000228881836,16.911348224258422,-2.02,1,Stop Loss,120
TSLA,2023-09-05,2023-09-07,255.13999938964844,247.66439740753174,-2.93,1,Stop Loss,110
NET,2023-09-05,2023-09-07,64.55999755859375,62.85561362304688,-2.64,1,Stop Loss,100
NVDA,2023-09-05,2023-09-07,48.40977397493204,47.4415784954334,-2.0,1,Stop Loss,85
ZS,2023-09-07,2023-09-11,160.50999450683594,166.10199890136718,3.483897941503628,1,Trailing Stop,100
TSLA,2023-09-07,2023-09-11,251.22000122070312,270.12400512695314,7.524880110816641,1,Trailing Stop,90
NET,2023-09-07,2023-09-11,63.400001525878906,65.28000030517579,2.965297687776075,1,Trailing Stop,90
ROKU,2023-09-08,2023-09-12,84.58000183105469,82.88840179443359,-2.0,1,Stop Loss,110
SMCI,2023-09-08,2023-09-12,28.547000885009766,27.684881458282472,-3.02,1,Stop Loss,95
KLAC,2023-09-08,2023-09-12,494.34758960998033,484.4606378177807,-2.0,1,Stop Loss,95
SHOP,2023-09-11,2023-09-13,63.72999954223633,62.4553995513916,-2.0,1,Stop Loss,125
NET,2023-09-11,2023-09-15,64.2699966430664,62.37403174209595,-2.95,3,Stop Loss,90
RUN,2023-09-12,2023-09-14,14.670000076293945,15.470000076293946,5.453306038442116,1,Trailing Stop,155
COIN,2023-09-12,2023-09-14,81.88999938964844,83.65799865722657,2.158992893827794,1,Trailing Stop,85
SMCI,2023-09-13,2023-09-15,27.177000045776367,26.63346004486084,-2.0,1,Stop Loss,150
SHOP,2023-09-13,2023-09-18,63.08000183105469,61.81840179443359,-2.0,2,Stop Loss,120
DXCM,2023-09-13,2023-09-15,106.2300033569336,104.10540328979492,-2.0,1,Stop Loss,110
S,2023-09-14,2023-09-18,17.09000015258789,16.74820014953613,-2.0,1,Stop Loss,115
ZS,2023-09-14,2023-09-18,158.3300018310547,155.16340179443358,-2.0,1,Stop Loss,85
CRWD,2023-09-18,2023-09-21,166.9499969482422,163.61099700927733,-2.0,2,Stop Loss,135
PATH,2023-09-18,2023-09-20,17.299999237060547,16.953999252319335,-2.0,1,Stop Loss,135
PLTR,2023-09-18,2023-09-20,15.34000015258789,15.033200149536132,-2.0,1,Stop Loss,120
TSLA,2023-09-19,2023-09-21,267.0400085449219,261.69920837402344,-2.0,1,Stop Loss,110
UBER,2023-09-19,2023-09-21,46.8650016784668,45.92770164489746,-2.0,1,Stop Loss,105
RIVN,2023-10-04,2023-10-06,21.200000762939453,20.438920735549925,-3.59,1,Stop Loss,150
S,2023-10-04,2023-10-06,16.600000381469727,16.26800037384033,-2.0,1,Stop Loss,135
AMD,2023-10-04,2023-10-06,103.41000366210938,106.97800292968749,3.450342463226769,1,Trailing Stop,125
S,2023-10-06,2023-10-10,16.170000076293945,17.150000381469724,6.06060791930675,1,Trailing Stop,95
DDOG,2023-10-10,2023-10-12,92.37000274658203,90.52260269165039,-2.0,1,Stop Loss,130
BILL,2023-10-16,2023-10-18,110.01000213623047,107.80980209350585,-2.0,1,Stop Loss,125
AMD,2023-10-16,2023-10-20,103.54000091552734,101.4692008972168,-2.0,3,Stop Loss,120
NET,2023-10-16,2023-10-18,62.0,64.12000122070313,3.419356807585695,1,Trailing Stop,120
NET,2023-10-19,2023-10-23,62.060001373291016,60.81880134582519,-2.0,1,Stop Loss,140
NOW,2023-10-19,2023-10-23,111.31999969482422,109.09359970092773,-2.0,1,Stop Loss,100
ZS,2023-10-23,2023-10-25,164.47000122070312,161.18060119628905,-2.0,1,Stop Loss,145
AVGO,2023-10-23,2023-10-25,84.10153211789734,82.41950147553939,-2.0,1,Stop Loss,135
CRWD,2023-10-23,2023-10-25,181.0,177.38,-2.0,1,Stop Loss,130
GE,2023-10-30,2023-11-01,86.27923106160972,84.55364644037752,-2.0,1,Stop Loss,105
NFLX,2023-10-30,2023-11-01,40.92399978637695,41.832801055908206,2.2207049024415753,1,Trailing Stop,85
ABNB,2023-11-07,2023-11-09,119.43000030517578,116.73088229827881,-2.26,1,Stop Loss,130
PYPL,2023-11-07,2023-11-09,54.20469458996045,55.561556410415335,2.50321827420867,1,Trailing Stop,100
CHWY,2023-11-10,2023-11-14,19.790000915527344,20.790000915527344,5.053056865780105,1,Trailing Stop,145
ARM,2023-11-10,2023-11-15,52.20000076293945,55.26399917602539,5.869728674910851,2,Trailing Stop,125
NET,2023-11-10,2023-11-14,62.86000061035156,69.33199768066406,10.295890880482608,1,Trailing Stop,125
RIVN,2023-11-17,2023-11-21,16.889999389648438,16.552199401855468,-2.0,1,Stop Loss,125
CHWY,2023-11-17,2023-11-27,20.420000076293945,20.011600074768065,-2.0,4,Stop Loss,115
MRVL,2023-11-17,2023-11-21,55.09083444911084,53.98901776012862,-2.0,1,Stop Loss,105
AMAT,2023-11-20,2023-11-28,148.58582280395268,145.61410634787362,-2.0,4,Stop Loss,105
MRVL,2023-11-22,2023-11-29,55.0908366380881,56.47257658940482,2.508112121066292,3,Trailing Stop,120
PYPL,2023-11-22,2023-11-28,55.87084157108886,58.025858799436755,3.8571411629908896,2,Trailing Stop,105
PATH,2023-11-22,2023-11-27,18.209999084472656,18.75399932861328,2.9873710680440517,1,Trailing Stop,100
SMCI,2023-11-24,2023-11-28,28.410999298095703,29.3213996887207,3.204394118886264,1,Trailing Stop,90
TSLA,2023-11-24,2023-11-28,236.88999938964844,244.9779998779297,3.414243112465766,1,Trailing Stop,90
RUN,2023-11-24,2023-11-28,11.350000381469727,11.123000373840332,-2.0,1,Stop Loss,90
FSLR,2023-11-27,2023-11-29,153.27000427246094,159.3100067138672,3.9407596222606234,1,Trailing Stop,110
NVDA,2023-11-27,2023-11-30,48.20490597283938,47.24080785338259,-2.0,2,Stop Loss,100
PYPL,2023-11-27,2023-11-29,56.33975691024834,59.316876337197726,5.284224835566944,1,Trailing Stop,90
AVGO,2023-11-28,2023-11-30,92.31116769448175,90.46494434059211,-2.0,1,Stop Loss,115
SMCI,2023-11-29,2023-12-01,28.988000869750977,28.408240852355956,-2.0,1,Stop Loss,105
MU,2023-11-29,2023-12-01,76.14140718645403,74.61857904272495,-2.0,1,Stop Loss,85
LCID,2023-12-01,2023-12-05,43.099998474121094,42.23799850463867,-2.0,1,Stop Loss,125
AMD,2023-12-01,2023-12-05,119.75,117.355,-2.0,1,Stop Loss,85
TSLA,2023-12-01,2023-12-05,235.75,244.47800292968748,3.70222817802226,1,Trailing Stop,85
TSLA,2023-12-05,2023-12-07,242.9199981689453,238.0615982055664,-2.0,1,Stop Loss,115
ARM,2023-12-05,2023-12-07,64.3499984741211,62.73481351242065,-2.51,1,Stop Loss,110
SHOP,2023-12-05,2023-12-07,73.7699966430664,71.77820673370361,-2.7,1,Stop Loss,100
PYPL,2023-12-06,2023-12-08,58.95371316253897,57.65673147296311,-2.2,1,Stop Loss,110
SHOP,2023-12-07,2023-12-11,71.26000213623047,73.1520004272461,2.655063477823955,1,Trailing Stop,120
ARM,2023-12-07,2023-12-11,62.439998626708984,66.29600143432617,6.1755331396944735,1,Trailing Stop,110
NET,2023-12-07,2023-12-11,75.9800033569336,78.36399993896484,3.1376631701789623,1,Trailing Stop,95
ROKU,2023-12-08,2023-12-12,103.36000061035156,101.29280059814452,-2.0,1,Stop Loss,110
PYPL,2023-12-08,2023-12-13,58.963690662589606,61.19054166459418,3.7766479285487318,2,Trailing Stop,100
RUN,2023-12-11,2023-12-13,13.119999885559082,12.8575998878479,-2.0,1,Stop Loss,175
ENPH,2023-12-11,2023-12-13,102.61000061035156,100.55780059814452,-2.0,1,Stop Loss,150
CFLT,2023-12-11,2023-12-13,22.700000762939453,22.246000747680664,-2.0,1,Stop Loss,125
