symbol,entry_date,passes,reason,entry_price,exit_price,actual_return,max_return,min_return,hit_12pct,hit_15pct,days_held,rsi,mom_30d,price_vs_ma50,volume_ratio
SCCO,2025-12-20,True,PASS,147.17999267578125,170.52000427246094,15.858141566900846,16.238626406186953,-3.5194951308308005,True,True,12,69.6921129953235,9.308777736048937,9.512998136468068,0.8547746969410621
PATH,2025-12-20,True,PASS,16.700000762939453,16.31999969482422,-2.275455393741841,7.425147990831022,-7.245514590074249,False,False,12,63.186811632097736,16.783220560791168,7.456314663069939,0.9259420100742872
ILMN,2025-12-20,True,PASS,137.60000610351562,141.07000732421875,2.521803100860813,9.985457576243485,-5.2180287907609815,False,False,12,68.3863724044596,12.879412945949529,16.236248197114424,1.0311878874555886
TSLA,2025-12-20,True,PASS,488.7300109863281,445.010009765625,-8.945634652652048,2.066575687781948,-13.168828273764642,False,False,12,69.95907576972262,13.78516099067314,10.76802371045707,1.1061457604603362
MU,2025-12-20,True,PASS,276.4783020019531,345.0899963378906,24.81630342747577,25.253947700576656,-3.000827182060932,True,True,12,63.32998146288029,16.253364872692387,20.639839675284342,1.1550374785915227
LRCX,2025-12-20,True,PASS,175.25999450683594,218.36000061035156,24.592038944651758,25.293850975971367,-2.5676139113564105,True,True,12,65.02512791503129,10.165367382575749,13.017073346617334,0.9759200906276735
SNPS,2025-12-20,True,PASS,481.239990234375,525.1799926757812,9.130580029312704,9.907737021721738,-2.7886258794952616,False,False,12,64.6999095473287,22.31909086579386,10.47176848182175,0.8248534106358894
ADI,2025-12-20,True,PASS,275.82000732421875,300.92999267578125,9.103757771294092,9.926765338175075,-1.9433020545315538,False,False,12,54.56004861325149,21.145909721930874,10.38880988873425,0.7202839580988659
TXN,2025-12-20,True,PASS,178.82000732421875,190.30999755859375,6.425450041248733,7.8850186037415,-3.008614619424552,False,False,12,56.15493264658225,11.379634958070408,5.818353805373082,0.719523112224367
ILMN,2025-12-15,True,PASS,134.9199981689453,141.07000732421875,4.558263592304875,12.17017372649559,-4.172846841994966,True,False,17,69.21096341982482,9.211589095906874,17.510571562062847,1.2756278982181108
GOOGL,2025-12-10,True,PASS,320.2099914550781,328.57000732421875,2.610791696771099,3.3165720622672596,-7.52318696503578,False,False,20,69.55373413678001,19.796401943295876,14.82598886812756,0.726832221578278
MU,2025-12-10,True,PASS,263.6034851074219,345.0899963378906,30.912531826831476,31.371551347982734,-15.934159806799878,True,True,20,66.50073531999485,18.836454367722688,20.10958087170828,0.8607288330068795
AAPL,2025-12-05,True,PASS,278.7799987792969,259.0400085449219,-7.080848812974798,0.8465513593064437,-8.278930314985239,False,False,22,58.90908407998252,7.5006834219085,5.026399591751224,1.0294504082393843
MU,2025-12-05,True,PASS,237.12420654296875,327.0199890136719,37.910841656064036,46.04160108395197,-6.546662711149387,True,True,22,45.58890856234379,14.75980904888064,10.819135159612747,0.7957279400870747
